scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
A,fake_session_id,mcpd,,error,,session not found or expired,0.334,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,0.899,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,3.525,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,0.45,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,4.266,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,2.132,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,2.88,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,4.555,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,1.105,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,0.446,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,1.242,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,3.763,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,1.378,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,2.951,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,1.689,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,0.546,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,0.67,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,9.311,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,8.599,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,0.819,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,3.154,0,1,0
A,fake_session_id,mcpd,,error,,session not found or expired,5.573,0,1,0
A,expired_session,mcpd,,error,,session not found or expired,1.561,0,1,0
A,session_token_theft,mcpd,,error,,session is bound to a different peer identity,4.762,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,8.918,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.558,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,6.155,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,2.769,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.247,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,3.688,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.991,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,7.999,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,15.789,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.158,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,2.66,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.035,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.895,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,5.7,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.801,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.997,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.743,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.774,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,3.898,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.965,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.768,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.078,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,8.149,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,7.998,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.86,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,2.696,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.148,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,6.058,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,4.315,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.391,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,1.215,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,14.584,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,4.067,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,7.392,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,2.226,0,1,0
B,forged_approval_ticket,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,6.459,0,1,0
B,cross_agent_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.843,0,1,0
B,cross_tool_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.82,0,1,0
B,expired_ticket_replay,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,8.8,0,1,0
B,denied_ticket_reuse,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.918,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.172,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),1.071,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.439,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.071,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),1.258,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.374,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.906,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),5.199,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.093,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.257,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),1.462,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,2.115,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,2.509,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),1.271,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.722,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,7.009,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),3.443,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,5.233,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.242,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),1.238,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,13.506,0,1,0
C,hash_mismatch,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,2.876,0,1,0
C,wrong_app_binding,mcpd,,error,,tool_id=2 does not belong to app_id=workspace_app (expected notes_app),2.356,0,1,0
C,stale_catalog_replay,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,2.22,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.939,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,5.214,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,1.217,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,7.642,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.897,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.164,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.984,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.045,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,4.718,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.128,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.816,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.244,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.674,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.52,0,1,0
E,toctou_hash_mismatch_after_approval,mcpd,,error,DENY,kernel arbitration denied: hash_mismatch,0.878,0,1,0
E,toctou_tool_swap_after_approval,mcpd,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.609,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,2.02,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.204,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,1.727,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.38,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,0.229,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.676,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,0.468,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.44,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,0.191,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.201,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,0.319,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,4.419,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,3.494,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,1.576,0,1,0
D,invalid_session_hash_bypass,mcpd,,error,,session not found or expired,0.365,0,1,0
D,approval_required_bypass,mcpd,,error,,session not found or expired,0.417,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,5.694,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,1.085,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,1.291,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,1.342,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,0.443,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,1.448,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,3.538,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,2.001,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,1.063,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,0.486,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,2.908,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,1.098,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,0.244,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,0.397,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,1.762,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,0.42,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,2.835,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,2.856,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,0.464,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,7.708,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,4.061,0,1,0
A,fake_session_id,userspace_semantic_plane,,error,,session not found or expired,0.298,0,1,0
A,expired_session,userspace_semantic_plane,,error,,session not found or expired,0.424,0,1,0
A,session_token_theft,userspace_semantic_plane,,error,,session is bound to a different peer identity,4.321,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,4.261,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.839,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.735,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,5.489,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.782,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,2.245,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.846,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.593,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,6.312,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.571,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.599,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.624,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.54,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,1.245,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.697,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,1.683,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.952,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.762,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,3.82,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.818,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.754,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.653,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.087,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,4.226,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.669,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.602,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,1.039,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,0.657,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,3.238,0,1,0
B,denied_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.836,0,1,0
B,forged_approval_ticket,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,0.583,0,1,0
B,cross_agent_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,2.17,0,1,0
B,cross_tool_ticket_reuse,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_scope_mismatch,3.272,0,1,0
B,expired_ticket_replay,userspace_semantic_plane,,error,DEFER,kernel arbitration deferred: approval_ticket_unknown,5.37,0,1,0
